Transportation expense,Distance from Residence to Work,Service time,Years until retirement,Date of Birth,Disciplinary failure,Number of children,Social drinker,Social smoker,Number of pets,Weight,Height,Absenteeism time in hours,Day of the week_Monday,Day of the week_Saturday,Day of the week_Thursday,Day of the week_Tuesday,Day of the week_Wednesday,Seasons_Spring,Seasons_Summer,Seasons_Winter,Education_2,Education_3,Education_4,bmi_category_Obesity Class I,bmi_category_Obesity Class II,bmi_category_Overweight,Month_sin,Month_cos,Reason_for_abs_freq
235,16,8,33,1993-11-21,No,0,No,No,0,75,178,3,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.8660254037844386,0.5000000000000001,0.03875
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.01875
179,51,18,27,1987-04-08,No,0,Y,No,0,89,170,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
248,25,14,18,1978-02-16,No,2,No,No,1,86,165,2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.26125
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.03875
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
235,16,8,33,1993-11-21,No,0,No,No,0,-,178,2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.8660254037844386,0.5000000000000001,0.03875
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
248,25,14,18,1978-02-16,No,2,No,No,1,86,165,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
228,14,16,7,1967-11-02,No,2,No,No,1,65,172,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.03875
228,14,16,7,1967-11-02,No,2,No,No,1,65,172,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
248,25,14,18,1978-02-16,No,2,No,No,1,86,165,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.03875
228,14,16,7,1967-11-02,No,2,No,No,1,65,172,112,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.01
228,14,16,7,1967-11-02,No,2,No,No,1,65,172,112,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.08625
179,51,18,27,1987-04-08,No,0,Y,No,0,89,170,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.03875
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,6.123233995736766e-17,0.08625
235,16,8,33,1993-11-21,No,0,No,No,0,75,178,3,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1.0,6.123233995736766e-17,0.03875
361,52,3,37,1997-07-08,No,1,Y,No,4,80,172,8,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.05
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,8,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.06875
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,6.123233995736766e-17,0.08625
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,6.123233995736766e-17,0.26125
179,51,18,27,1987-04-08,No,0,Y,No,0,89,170,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.03125
248,25,14,18,1978-02-16,No,2,No,No,1,86,165,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.06875
179,51,18,27,1987-04-08,No,0,Y,No,0,-,170,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.01875
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
289,36,13,32,1992-08-15,No,2,Yes,No,1,-,172,8,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
228,14,16,7,1967-11-02,No,2,No,No,1,65,172,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.03875
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
248,25,14,18,1978-02-16,No,2,No,No,1,86,165,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
179,51,-,27,1987-04-08,No,0,Yes,No,0,89,170,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,6.123233995736766e-17,0.26125
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
118,15,24,19,1979-01-20,No,2,Yes,Yes,0,75,175,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.26125
155,12,14,31,1991-09-10,No,2,Yes,No,0,95,196,24,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.06875
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,3,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
179,51,18,27,1987-04-08,No,0,Yes,No,0,89,170,3,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.08625
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1.0,6.123233995736766e-17,0.06875
289,36,13,32,1992-08-15,No,2,Y,No,1,90,172,104,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.05
369,17,12,34,1994-06-26,No,3,Yes,No,0,70,169,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.0475
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,8,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.06875
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,8,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.03125
361,52,3,37,1997-07-08,No,1,Yes,No,4,-,172,8,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.05
248,25,14,18,1978-02-16,No,2,No,No,1,86,165,8,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.05
189,29,13,32,1992-05-24,No,2,No,No,2,69,167,8,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.06875
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.08625
369,17,12,34,1994-06-26,No,3,Y,No,0,70,169,24,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.01875
369,17,12,34,1994-06-26,No,3,Yes,No,0,70,169,24,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.26125
179,22,17,25,1985-06-16,No,2,No,Yes,0,63,170,2,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.00375
118,13,18,15,1975-09-02,No,1,Yes,No,0,98,178,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.26125
361,52,3,37,1997-07-08,No,1,Y,No,4,80,172,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.26125
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.03125
235,11,14,28,1988-06-01,No,1,No,No,1,88,172,8,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.0475
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.08625
225,26,-,37,1997-08-03,No,1,No,No,2,-,169,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.05
235,16,8,33,1993-11-21,No,0,No,No,0,75,178,3,False,False,False,True,False,True,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.00375
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.08625
155,12,14,31,1991-09-10,No,2,Yes,No,0,95,196,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.14
155,12,14,31,1991-09-10,No,2,Yes,No,0,95,196,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.26125
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,8,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.05
118,13,18,15,1975-09-02,No,1,Y,No,0,98,178,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.02375
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.08625
235,11,14,28,1988-06-01,No,1,No,No,1,88,172,8,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.0475
225,15,15,24,1997-01-01,No,2,Yes,No,2,94,182,3,False,False,False,False,True,False,False,True,False,False,True,False,False,True,0.49999999999999994,-0.8660254037844387,0.05
235,16,8,33,1993-11-21,No,0,No,No,0,75,178,2,False,False,False,False,True,False,False,True,False,True,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,3,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.0075
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.26125
235,20,13,22,1982-06-19,No,1,Yes,No,0,106,167,8,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.49999999999999994,-0.8660254037844387,0.04125
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.06875
291,31,12,25,1985-05-20,No,1,Yes,No,1,73,171,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
225,15,15,24,1997-01-01,No,2,Yes,No,2,94,182,8,False,False,True,False,False,False,False,True,False,False,True,False,False,True,0.49999999999999994,-0.8660254037844387,0.02375
300,26,13,22,1982-08-04,No,2,Yes,Yes,1,77,175,64,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.05
225,15,15,24,1997-01-01,No,2,Yes,No,2,94,182,8,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.49999999999999994,-0.8660254037844387,0.0475
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.08625
118,13,18,15,1975-09-02,No,1,Y,No,0,98,178,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.26125
118,13,18,15,1975-09-02,No,1,Yes,No,0,98,178,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.00375
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
118,13,18,15,1975-09-02,Yes,1,Y,No,0,98,178,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.05375
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,True,False,False,True,False,True,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.08625
378,49,11,29,1989-02-10,Yes,2,No,Yes,4,65,174,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.05375
179,22,17,25,1985-06-16,No,2,No,Yes,0,63,170,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.00375
179,22,17,25,1985-06-16,No,2,No,Yes,0,63,170,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
155,12,14,31,1991-09-10,No,2,Yes,No,0,95,196,48,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.03125
235,16,8,33,1993-11-21,No,0,No,No,0,75,178,8,True,False,False,False,False,False,False,True,False,True,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.03125
291,31,12,25,1985-05-20,No,1,Yes,No,1,73,171,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.0475
179,22,17,25,1985-06-16,No,2,No,Y,0,63,170,8,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.03125
225,26,-,37,1997-08-03,No,1,No,No,2,69,169,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.01
225,26,-,37,1997-08-03,No,1,No,No,2,69,169,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
330,16,4,37,1997-01-19,No,0,No,No,0,84,182,8,False,False,True,False,False,False,False,True,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.03125
235,16,8,33,1993-11-21,No,0,No,No,0,75,178,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.26125
291,31,12,25,1985-05-20,No,1,Yes,No,1,73,171,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.08625
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,6.123233995736766e-17,0.26125
361,52,3,37,1997-07-08,No,1,Y,No,4,80,172,8,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.01875
155,12,14,31,1991-09-10,No,2,Y,No,0,95,196,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.26125
179,22,17,25,1985-06-16,No,2,No,Yes,0,63,170,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.03875
155,12,14,31,1991-09-10,No,2,Yes,No,0,95,196,8,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.03125
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.0325
118,15,24,19,1979-01-20,No,2,Yes,Yes,0,75,175,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.01875
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,3,False,False,False,False,True,False,False,True,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,0.08625
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,8,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.04125
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.03125
378,49,11,29,1989-02-10,No,2,No,Yes,4,65,174,8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0475
118,13,18,15,1975-09-02,No,1,Yes,No,0,98,178,24,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.05
233,51,1,-1,1994-09-18,No,1,Yes,No,8,68,178,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.05
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,0.08625
235,29,12,17,1977-04-28,Yes,1,No,Y,5,88,163,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.05375
268,11,8,32,1992-04-20,Yes,0,No,No,0,79,178,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.05375
118,13,18,15,1975-09-02,No,1,Y,No,0,98,178,3,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.05
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,2,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,0.06875
291,31,12,-1,1985-05-20,No,1,Yes,No,1,73,171,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.14
179,26,9,35,1995-08-01,No,0,No,No,0,56,171,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,0.06875
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.03875
233,51,1,34,1994-09-18,No,1,Yes,No,8,68,178,8,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0475
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.0075
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,3,False,False,False,False,True,False,True,False,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.03125
233,51,1,34,1994-09-18,No,1,Y,No,8,68,178,3,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0475
235,20,-,22,1982-06-19,No,1,Yes,No,0,106,167,4,False,False,False,False,True,False,True,False,False,False,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.04125
233,51,1,34,1994-09-18,No,1,Yes,No,8,68,178,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.05
233,51,1,34,1994-09-18,No,1,Yes,No,8,68,178,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
228,14,16,7,1967-11-02,No,2,No,No,1,65,172,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.01
118,10,10,28,1988-05-10,No,0,No,No,0,83,172,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.14
228,14,16,7,1967-11-02,No,2,No,No,1,65,172,120,False,False,False,True,False,False,True,False,False,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.01
189,29,13,32,1992-05-24,No,2,No,No,2,69,167,16,False,False,False,True,False,False,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.0475
118,10,10,-1,1988-05-10,No,0,No,No,0,83,172,2,False,False,False,False,True,False,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.26125
361,52,3,37,1997-07-08,No,1,Yes,No,4,80,172,8,False,False,False,False,True,False,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.0475
225,26,9,37,1997-08-03,No,1,No,No,2,69,169,8,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.0475
369,17,12,34,1994-06-26,No,3,Yes,No,0,70,169,80,True,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.06875
289,36,13,32,1992-08-15,No,2,Yes,No,1,90,172,8,False,False,False,True,False,False,True,False,False,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.02375
235,11,14,28,1988-06-01,No,1,No,No,1,88,172,4,False,False,False,True,False,False,True,False,False,True,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.0325
118,14,13,25,1985-10-20,No,1,Yes,No,8,98,170,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.05375
231,35,14,26,1986-09-13,No,2,Yes,No,2,100,170,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1.0,6.123233995736766e-17,0.05375
179,45,14,-1,1972-11-27,No,1,No,No,1,77,175,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,6.123233995736766e-17,0.05375
